 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
859849,200911,1801-2400,FAI.Tower,AK,,,,,,,,,,,,TRACON FAI,,Cessna 150,,1,,VFR,,,Cruise,,Class C FAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON FAI,,PA-31 Navajo/Chieftan/Mojave/T1040,,,,IFR,,,Climb,,Class C FAI,,,,,,,,,,,,,,,,,,,,,,,,Facility FAI.TRACON,,Government,Approach; Departure,Air Traffic Control Fully Certified,,,Situational Awareness,,,859849,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance,Human Factors,Human Factors,FAI controller described near loss of separation event when failing to issue timely corrective action/s.
870239,201001,1201-1800,ZZZ.Airport,US,,,,3500,,VMC,10,,Daylight,10000,,,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise; Descent,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 11.00; Flight Crew Total 3.50; Flight Crew Type 91.40,,Situational Awareness; Human-Machine Interface; Training / Qualification,,,870239,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Other / Unknown,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Aircraft; Human Factors,Human Factors,C150 pilot reports running out of fuel on a cross country flight of 2.5 hours and making an emergency landing at the first available airport. Aircraft is refueled and reporter continues to destination.
879709,201003,0601-1200,ZZZ.Airport,US,115,6,0,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise; Landing; Descent,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 10; Flight Crew Total 130; Flight Crew Type 90,,,,,879709,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C150 student pilot reports engine failure approaching his home airport and elected to land on a two lane highway. No damage occurred and the aircraft was repaired and flown back to the home field.
880728,201003,0601-1200,ZZZ.TRACON,US,,5,,6500,,VMC,10,,Daylight,,,TRACON ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,VFR Route,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 45; Flight Crew Total 201,,Workload; Troubleshooting; Distraction; Situational Awareness,,,880728,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Diverted; General Declared Emergency,Aircraft,Aircraft,A C152 pilot on a cross country declared an emergency and landed after the engine began surging. During preflight water was drained from the fuel tank. After his landing more water was found and suspected as the source of the engine's surges.
901685,201008,0001-0600,ZZZ.ARTCC,US,,15,,6500,,VMC,30,,Night,25000,,Center ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 6; Flight Crew Total 260; Flight Crew Type 100,,,,,901685,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; General Declared Emergency,Aircraft,Aircraft,A C150 pilot reported engine problems with surging and hesitating. He declared an emergency and diverted to the nearest suitable airport.
907135,201008,1801-2400,ZZZ.Airport,US,,,0,,,,,,Dusk,,,,Personal,Cessna 152,,1,Part 91,,Personal,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,DC Battery,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Total 85,,Situational Awareness; Training / Qualification,,,907135,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,Pre-flight,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action; General Declared Emergency; General Maintenance Action,Aircraft; Human Factors; Procedure,Ambiguous,A C152's engine did not start on previous attempts and after priming the already warm engine it backfired; lighting the excess fuel and causing an engine fire. A nearby ground crew extinguished the fire.
908682,201009,1201-1800,ZZZ.Airport,US,340,,,2500,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Training,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Improperly Operated; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 8.5; Flight Crew Total 6675; Flight Crew Type 1200,,Situational Awareness; Training / Qualification,,,908682,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors; Weather,Ambiguous,A C152 instructor reports an off airport landing by one of his students during a solo cross country due to a rough running engine. Fuel starvation may have been an issue.
909777,201008,0601-1200,ZZZ.Airport,US,,,,2500,,,10,,Daylight,,,UNICOM ZZZ,FBO,Cessna 152,,1,Part 91,,Training,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Private,Flight Crew Last 90 Days 65; Flight Crew Total 1178; Flight Crew Type 500,,Troubleshooting; Training / Qualification; Time Pressure,,,909777,Aircraft X,Flight Deck,FBO,Trainee,Flight Crew Student,Flight Crew Last 90 Days 29.8; Flight Crew Total 29.8; Flight Crew Type 29.8,,Training / Qualification; Time Pressure,,,909778,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; Flight Crew Inflight Shutdown,Aircraft,Aircraft,A C152's engine failed to develop power after a student pilot initiated a practice stall recovery. The instructor pilot took control of the aircraft and made a successful off airport landing in field.
910491,201009,0601-1200,ZZZ.Airport,US,060,8,,3700,,,Turbulence; 20,,Daylight,6000,,UNICOM ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 28; Flight Crew Total 192; Flight Crew Type 100.3,,Human-Machine Interface; Time Pressure; Troubleshooting,,,910491,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Police / Security Involved,Aircraft; Human Factors; Weather,Human Factors,Following a perfunctory fuel check prior to his short cross country; a C150 Private Pilot suffered engine failure due to fuel starvation a few miles short of his destination and landed on a gravel road. Unexpected headwinds contributed to the shortfall.
910512,201009,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Personal,Cessna 150,,,Part 91,,Personal,,Parked,,,N,,N,,Scheduled Maintenance,Inspection; Repair,,,,,,,,,,,,,,,,,,Main Gear,Cessna,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,Flight Deck,Personal,Technician,Maintenance Airframe; Maintenance Powerplant; Maintenance Inspection Authority,Maintenance Inspector 1; Maintenance Technician 8,,Communication Breakdown; Situational Awareness,Party1 Other; Party2 Maintenance,,910512,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Human Factors,Human Factors,During an Annual Inspection a Mechanic with an IA (Inspection Authority) rating reports discovering severe exfoliating corrosion on both sides of a left landing gear bulkhead stiffener forging on a Cessna 150B. A major repair was required involving removing the left landing gear and replacing the entire bulkhead stiffener forging. Allegedly; there was no evidence of moisture; fuel; oil or hydraulic fluid contamination.
915424,201010,1201-1800,ZZZ.Airport,US,,5,,3000,,VMC,,,Daylight,,,UNICOM ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 1.2; Flight Crew Total 128.5; Flight Crew Type 128.5,,Situational Awareness,,,915424,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Inflight Shutdown,Aircraft; Human Factors,Human Factors,A C152 pilot reported landing in a corn field when his engine quit in flight due to fuel starvation.
915446,201010,1201-1800,ZZZ.Airport,US,,,,1400,,VMC,10,,Daylight,2000,,,Personal,Cessna 120,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 14; Flight Crew Total 1361; Flight Crew Type 1000,,Troubleshooting; Human-Machine Interface; Situational Awareness,,,915446,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Human Factors; Weather; Aircraft,Aircraft,C120 pilot on a cross country flight with two other aircraft and a helicopter experiences engine failure and lands on a country road.  When no anomalies can be found; the engine is started and runup before departing to a nearby airport.
918858,201011,1201-1800,ZZZ.Airport,US,,,,3500,,VMC,10,,Daylight,12000,,,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise,Direct,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Powerplant Lubrication System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 12.8; Flight Crew Total 187.6; Flight Crew Type 12.8,,Situational Awareness; Time Pressure,,,918858,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,After a normal preflight; takeoff and climb to cruise a C150's engine oil pressure went to zero. A short time later the engine became noisy and began shaking. The aircraft was landed safely off airport.
924210,201011,0001-0600,ZZZ.Airport,US,,2,900,,,VMC,6,,Night,CLR,,CTAF ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Personal,,Initial Approach; Landing,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 51.6; Flight Crew Total 759; Flight Crew Type 279.4,,Human-Machine Interface,,,924210,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Executed Go Around / Missed Approach; Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Ambiguous,C152 pilot reports engine failure due to fuel exhaustion during second night approach to an uncontrolled airport.  Off airport landing ensues with minimal damage.  Fuel consumption rate was higher than calculated from the Cessna 152 pilot handbook.
928777,201101,1201-1800,ZZZ.Airport,US,,,,8500,,VMC,25,,Dusk,12000,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Training,,Initial Approach,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 75; Flight Crew Total 1700; Flight Crew Type 120,,Training / Qualification; Situational Awareness,,,928777,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Became Reoriented; Flight Crew Overcame Equipment Problem; General Declared Emergency,Weather; Human Factors; Aircraft,Human Factors,A C150 instructor reported losing power during a practice approach. He declared an emergency; then noticed carburetor heat had not been applied. After doing so  normal power returned.
933902,201102,1201-1800,ZZZ.Airport,US,,,150,,,,,,,,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Takeoff / Launch,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 10; Flight Crew Total 850; Flight Crew Type 60,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,933902,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Declared Emergency,Aircraft,Aircraft,C150 pilot experienced engine problems at lift of and lands straight ahead on the remaining runway.
945404,201104,0601-1200,ZZZ.Airport,US,250,12,,2000,,VMC,,,Daylight,2500,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Ferry / Re-Positioning,,Cruise,Vectors,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Oil Filler Cap,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 25; Flight Crew Total 380; Flight Crew Type 80,,Human-Machine Interface,,,945404,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,N,Person Flight Crew,In-flight,Flight Crew Landed As Precaution,Human Factors; Aircraft,Human Factors,A C150 pilot failed to inspect the oil level and cap security prior to flight and discovered the cap open and much of the oil missing upon completion of his flight.
947599,201105,1801-2400,ZZZ.Airport,US,,5,,2500,,VMC,Rain; 10,,Daylight,3000,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Training,,Final Approach,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 50; Flight Crew Total 600; Flight Crew Type 50,,Training / Qualification; Situational Awareness,,,947599,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,General Declared Emergency,Human Factors,Human Factors,A C152 pilot reported a rough running engine on final and after landing discovered that both fuel tanks were essentially empty after a cross country training flight.
949353,201105,1801-2400,ZZZ.Airport,US,,,500,,,VMC,25,,Daylight,25000,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,,Training,,Climb,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Quantity-Pressure Indication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 65; Flight Crew Total 1124; Flight Crew Type 122,,Workload; Troubleshooting; Time Pressure; Situational Awareness; Distraction; Confusion; Training / Qualification,,,949353,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Maintenance Action,Human Factors; Aircraft,Ambiguous,A C150 was flown on several flights with partial fuel loads because of the aircraft's occupant plus fuel max weight constraint. During the third flight of the day the crew landed off airport when the engine began running rough because of low fuel. Later a faulty fuel gauge was identified.
949928,201105,0001-0600,ZZZ.Airport,US,100,5,,5000,,,20,,Daylight,20000,,TRACON ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Descent,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 800; Flight Crew Type 800,,Training / Qualification; Human-Machine Interface,,,949928,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Equipment Problem Dissipated; Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,C150 pilot experiences a rough running engine during steep descent into an airport from 5;000 FT. Pilot elects to divert to a small airport directly ahead and engine begins to run normally as descent rate is shallowed. Minimal fuel is found in the tanks on post flight although the fuel gauges showed sufficient fuel.
964623,201108,1201-1800,NCT.TRACON,CA,120,10,,5500,,,,,,,,TRACON NCT,FBO,Cessna 152,,1,Part 91,VFR,Training,,Cruise,Direct,Class E NCT,,,,,,,,,,,,,,,,,,,,,,,,VHF,,,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 69.1; Flight Crew Total 69.1; Flight Crew Type 69.1,,Confusion; Training / Qualification; Communication Breakdown; Troubleshooting,Party1 Flight Crew; Party2 ATC,,964623,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR,,N,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport,Aircraft; Human Factors,Aircraft,Following the loss of communications capability a Student Pilot on his initial solo cross country mistakenly squawked the emergency transponder code instead of the lost com code.
979497,201111,,ZZZ.Airport,US,,,,,,VMC,10,,Daylight,3500,,,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 25; Flight Crew Total 1498; Flight Crew Type 524,,Situational Awareness,,,979497,,,,,,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Landing Without Clearance,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Diverted; Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft; Human Factors,Aircraft,C150 pilot reports diverting to a suitable airport after an on board electrical failure. During the visual approach another aircraft in the traffic pattern is under flown and the reporter is asked to contact the Tower after shutting down. Alternator failure and engine damage are diagnosed by the local A&P.
1000182,201203,1201-1800,ZZZ.Airport,US,,,300,,,VMC,,,Daylight,,,,Personal,Cessna 152,,1,Part 91,,Personal,,Takeoff / Launch,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 13.6; Flight Crew Total 1010; Flight Crew Type 550,,Troubleshooting; Human-Machine Interface; Confusion,,,1000182,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Maintenance Action,Human Factors; Aircraft,Aircraft,When his engine started to lose power shortly after takeoff the pilot of a C-152 elected to attempt to turn back to the runway but was unable to do so and landed on flat ground still on the airport proper.
1001672,201203,1201-1800,LGB.Airport,CA,,,,2300,,,,,,,,TRACON SCT,,Cessna 152,,1,,IFR,,,Initial Climb,Vectors,Class E SCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON SCT,,Skylane 182/RG Turbo Skylane/RG,,1,,IFR,,,Initial Climb,Vectors,Class E SCT,,,,,,,,,,,,,,,,,,,,,,,,Facility SCT.TRACON,,Government,Departure; Approach,Air Traffic Control Fully Certified,,,Situational Awareness; Human-Machine Interface,,,1001672,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe,,,Person Air Traffic Control,,Air Traffic Control Issued New Clearance,ATC Equipment / Nav Facility / Buildings; Human Factors,ATC Equipment / Nav Facility / Buildings,SCT Controller experienced a loss of separation event between two LGB IFR departure aircraft when questionable RADAR tracking failed to properly display the target aircraft; the reporter suggesting improve low level RADAR coverage in the subject area.
1002155,201203,1201-1800,ZZZ.Airport,US,,9,,4500,,VMC,10,,Daylight,10000,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 7.9; Flight Crew Total 341; Flight Crew Type 225,,Training / Qualification; Troubleshooting; Situational Awareness; Time Pressure,,,1002155,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Equipment Problem Dissipated; Flight Crew Took Evasive Action; Flight Crew Diverted; Flight Crew Overcame Equipment Problem; General Declared Emergency; General Maintenance Action,Aircraft,Aircraft,A C150 pilot declared an emergency and diverted after his engine lost power at cruise but power recovered during descent. A Mechanic believed water in the fuel was the problem.
1004009,201204,1201-1800,ZZZ.Airport,US,,,,500,,VMC,10,,Daylight,100,,Tower ZZZ,FBO,Cessna 152,,1,Part 91,,Training,,Landing,Visual Approach,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Failed,Tower ZZZ,Air Carrier,MD-80 Series (DC-9-80) Undifferentiated or Other Model,,2,Part 121,VFR,Passenger,,Final Approach,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Company,,FBO,Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 60; Flight Crew Total 780; Flight Crew Type 300,,Situational Awareness; Communication Breakdown; Training / Qualification; Workload,Party1 Flight Crew; Party2 ATC,,1004009,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 250; Vertical 50,,Person Air Traffic Control; Person Observer,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action,ATC Equipment / Nav Facility / Buildings; Aircraft; Environment - Non Weather Related; Human Factors; Procedure,Human Factors,A student pilot became NORDO in an airport traffic pattern and apparently could not see the Tower's light signal so after five missed approaches; one including an MD80 near miss; he finally landed.
