 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1391875,201609,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,12000,,CTAF ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 75; Flight Crew Total 854; Flight Crew Type 49,,Troubleshooting,,,1391875,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,Taxi,Aircraft Aircraft Damaged; General Evacuated,Aircraft,Aircraft,C172 pilot reported they had a fire shortly after landing. The pilot shutdown everything and exited the plane. Ground personnel helped extinguish the fire.
1394023,201610,1201-1800,ZMP.ARTCC,MN,,,,12000,,VMC,30,,Dusk,,,Center ZMP,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,IFR,Test Flight / Demonstration,,Cruise,Vectors,Class E ZMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 3500; Flight Crew Type 3300,,Distraction; Troubleshooting,,,1394023,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance; Flight Crew Became Reoriented,Human Factors; Procedure; Equipment / Tooling,Procedure,C182 pilot deviated from cleared altitude while performing flight tests of ADS-B systems new to the aircraft.
1394318,201610,1201-1800,VGT.Airport,NV,,,0,,,VMC,Turbulence,,Daylight,,,Tower VGT,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground VGT,Personal,Helicopter,,1,Part 91,,Training,,Taxi,,Class D VGT,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 40; Flight Crew Total 45; Flight Crew Type 45,,,,,1394318,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway; Inflight Event / Encounter Wake Vortex Encounter,,,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control,Aircraft; Environment - Non Weather Related; Weather,Ambiguous,C172 pilot reported a runway excursion resulted after he experienced directional control difficulties associated with possible wake turbulence from a helicopter and a dragging brake.
1394753,201610,0601-1200,ZZZ.Airport,US,,,900,,,VMC,,,Daylight,,,TRACON ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Climb,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,,,Troubleshooting,,,1394753,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,C172 instructor pilot reported suffering engine degradation right after takeoff for a brief period prompting the pilot to return to the departure airport.
1395935,201608,1201-1800,ZZZ.Airport,US,,,0,,,,10,,Daylight,2500,,Tower ZZZ,FBO,Cessna 152,,2,Part 91,,Training,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Brake System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 420; Flight Crew Total 1150; Flight Crew Type 550,,,,,1395935,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,General Maintenance Action,Aircraft,Aircraft,C152 instructor pilot reported a loss of directional control after landing when the right brake failed.
1396889,201610,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Airspeed Indicator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 1; Flight Crew Total 211; Flight Crew Type 106,,,,,1396889,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution,Aircraft,Aircraft,C172 Pilot returned to land after noting that the airspeed indication was erroneous on takeoff and then went to zero in the pattern. Altimeter and VSI were not affected and no issues were apparent with the pitot tube.
1397194,201610,0601-1200,ZZZ.Airport,US,,,,5500,,VMC,Rain; Turbulence; 10,,Daylight,12000,,,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Training,,Cruise,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Wingtip,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 550; Flight Crew Type 300,,,,,1397194,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Routine Inspection,General Maintenance Action,Aircraft; Human Factors; Procedure,Human Factors,C172 instructor pilot reported discovering; after a 2.1 hour flight; that the wing tip had fallen off. Maintenance admitted that not all of the fasteners had been reinstalled after the wingtip had been removed for maintenance.
1397491,201610,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,CTAF ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Personal,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 6; Flight Crew Total 1042; Flight Crew Type 1032,,Situational Awareness; Training / Qualification; Time Pressure,,,1397491,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Speed All Types; Ground Excursion Runway,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft; Airport; Weather,Aircraft,C-172 pilot reported that because of engine vibration and insufficient power he was unable to accelerate after takeoff from a grass strip; so at about 30 feet he landed on unprepared airport property damaging two of three wheel pants.
1398848,201610,1201-1800,ZZZ.Airport,US,,,,4500,,VMC,50,,Daylight,6000,,TRACON ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 30; Flight Crew Total 1200; Flight Crew Type 120,,Time Pressure,,,1398848,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Human Factors,Human Factors,C182 pilot reported fuel starvation with subsequent power loss and a successful landing at an airport. The pilot did not witness fueling of his aircraft nor dipstick the tanks; but did pay for enough fuel to return.
1400174,201610,1201-1800,ZZZ.Airport,US,,,,,,VMC,,,Night,,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 270; Flight Crew Type 30,,Troubleshooting,,,1400174,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C150 pilot reported an alternator failure at night resulting in reduced electrical capability. Pilot landed at nearest suitable airport.
1400186,201611,1201-1800,ZZZ.Airport,US,,1,,1200,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,,Training,,Landing,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Wiring & Connectors,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 250; Flight Crew Total 450; Flight Crew Type 100,,Time Pressure; Troubleshooting,,,1400186,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition; General Evacuated,Aircraft,Aircraft,A flight instructor reported that during an instructional flight in a C152; crew detected smoke coming from under the instrument panel. Instructor took control and landed immediately.
1401409,201610,0601-1200,ZZZ.Airport,US,,,,,,VMC,10,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Takeoff / Launch,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Airspeed Indicator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor,,,Training / Qualification,,,1401409,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types,,,Person Flight Crew,In-flight,Flight Crew Rejected Takeoff,Aircraft,Aircraft,C172 Instructor Pilot reported taking control of the aircraft and landing straight ahead shortly after takeoff when he noted the airspeed indicator was malfunctioning.
1401745,201611,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,25000,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Personal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Total 223; Flight Crew Type 223,,Confusion; Troubleshooting,,,1401745,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Object,,,Person Flight Crew,Taxi,Aircraft Aircraft Damaged; Flight Crew Requested ATC Assistance / Clarification; General Maintenance Action,Aircraft,Aircraft,Cessna 172 pilot reported difficulty maintaining directional control while taxiing onto the runway for takeoff. The aircraft veered toward the runway edge; causing the propeller tips to strike a taxi light. The aircraft was towed from the runway to the ramp for a maintenance evaluation.
1402347,201611,1201-1800,SSF.Airport,TX,180,10,,3500,,VMC,8,,Dusk,,,TRACON SAT,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Cruise,Direct,Class E SAT,,,,,,,,,,,,,,,,,,,,,,,,Transponder,,X,Malfunctioning,TRACON SAT,Military,King Air C90 E90,,2,Part 91,,Training,,Cruise,,Class E SAT,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 100; Flight Crew Total 1100; Flight Crew Type 600,,Situational Awareness,,,1402347,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict NMAC,Horizontal 50; Vertical 0,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Aircraft; Human Factors,Human Factors,C172 instructor pilot reported a NMAC with a King Air in the vicinity of SSF airport.
1403726,201611,1201-1800,ZZZ.ARTCC,US,,,,8000,,VMC,Turbulence; Windshear; 10,,Night,,,Center ZZZ,Government,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,IFR,Ferry / Re-Positioning,,Climb,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Government,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 193; Flight Crew Total 1434; Flight Crew Type 116,,Situational Awareness,,,1403726,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Human Factors,Human Factors,C182 pilot reported noting in flight that the aircraft's elevator trim was apparently improperly rigged at the recent 100 hr inspection; and nose-up trim would actually trim aircraft nose-down; and vice-versa.
1406525,201611,0601-1200,ZZZ.Airport,US,,,,9000,,VMC,,,Daylight,,,TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Personal,,Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 59; Flight Crew Total 389; Flight Crew Type 379,,Training / Qualification; Situational Awareness,,,1406525,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented,Aircraft; Human Factors,Aircraft,C172 pilot experienced an alternator failure and lost comms on an IFR flight in VMC and elected to continue to destination. During a phone call with ATC he was reminded that in VMC he should landed at a suitable airport and not continue all the way to destination.
1409248,201612,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Government,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,Ferry / Re-Positioning,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Contracted Service,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 30; Flight Crew Total 3000; Flight Crew Type 600,,Situational Awareness,,,1409248,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft; Procedure; Human Factors,Human Factors,C182 pilot reported a steep climb after takeoff due to a mis-rigged elevator trim system.
1410886,201612,1201-1800,ZZZ.Airport,US,,,,3000,,VMC,,,Daylight,,,TRACON ZZZ,Personal,Cessna 150,,2,Part 91,,Training,,Cruise,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Carburetor,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Trainee,Flight Crew Student,Flight Crew Last 90 Days 0; Flight Crew Total 74; Flight Crew Type 74,,,,,1410886,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification,Aircraft; Weather,Aircraft,C150 student pilot reported that upon reaching cruise altitude the engine lost power and began to descend. After a loss of 1000 feet; power was restored and the aircraft returned for landing.
1411249,201612,1201-1800,ZZZ.Airport,US,,,,11100,,Mixed,Icing; Snow; 10,,Daylight,11000,,Center ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Ferry / Re-Positioning,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Tank,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 140; Flight Crew Total 1250; Flight Crew Type 640,,Communication Breakdown; Confusion; Time Pressure; Situational Awareness; Distraction; Fatigue; Physiological - Other; Training / Qualification,Party1 Flight Crew; Party2 Other,,1411249,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Flight Deck / Cabin / Aircraft Event Illness / Injury; Ground Excursion Taxiway; Inflight Event / Encounter Fuel Issue; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Air Traffic Control Separated Traffic; Flight Crew Landed in Emergency Condition; General Physical Injury / Incapacitation; General Evacuated,Human Factors; Weather; Procedure; Manuals; Aircraft; Equipment / Tooling,Human Factors,C172 pilot reported an enroute divert after losing his engine. He missed the runway then landed short of a taxiway.
1411473,201612,1201-1800,ZZZ.Airport,US,,,,1500,,VMC,,,,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Cruise,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Wiring & Connectors,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Commercial,,,Situational Awareness,,,1411473,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution,Aircraft,Aircraft,C172 Instructor pilot reported noting smoke coming from the master switch area and turned off the master switch. When the smoke dissipated the switch was turned back on with the same result. The training flight returned to the departure airport using lost comm procedures.
1412260,201612,,ZZZ.Airport,US,,,,2500,,VMC,,,Daylight,,,CTAF ZZZ; Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,,Part 91,,Personal,GPS,Cruise,Direct,Class D ZZZ; Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 20; Flight Crew Total 251; Flight Crew Type 165,,Situational Awareness; Troubleshooting,,,1412260,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Landing Without Clearance; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,The pilot of a Cessna 172L reported that while trying to reset the avionics he discovered he lost all electrical power.
1412623,201612,1201-1800,ZZZ.Airport,US,,,,8000,,IMC,Haze / Smoke; 10,,Daylight,2500,,Center ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,IFR,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 50; Flight Crew Total 675; Flight Crew Type 14,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1412623,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft; Human Factors,Aircraft,C182 pilot reported smoke in the cabin while on an IFR flight plan; and electing to divert to a nearby airport without notifying ATC.
1413206,201612,0601-1200,ZZZ.ARTCC,US,,,,9500,,VMC,,,Daylight,,,Center ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 75; Flight Crew Total 270; Flight Crew Type 65,,Training / Qualification,,,1413206,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft; Procedure,Aircraft,C172 pilot reported experiencing runaway nose up trim which required strong counter pressure on the yoke to maintain altitude and airspeed. A precautionary landing on a road was completed without incident.
